code,product_name,brands,categories
86001974495010,Toalet papir green tea Maxi 3sl 4/1,Maxi,Papirna i kuhinjska galanterija
86001974495250,Toalet papir peach Maxi 3sl 4/1,Maxi,Papirna i kuhinjska galanterija
86001974495490,Kuhinjski ubrus beli Maxi 3sl 2/1,Maxi,Papirna i kuhinjska galanterija
86001974495630,Kuhinjski ubrus dekor Maxi 3sl 2/1,Maxi,Papirna i kuhinjska galanterija
86001974496000,Toalet papir Maxi 3sl 4/1,Maxi,Papirna i kuhinjska galanterija
86001974496480,Omeksivac za ves Maxi Silky Touch 3L,Maxi,Kućna hemija
86001974496620,Omeksivac za ves Maxi Soft Touch 3L,Maxi,Kućna hemija
86001974496860,Omeksivac za ves Premia Snaga jutra 2l,Maxi,Kućna hemija
86001974497090,Omeksivac za ves Premia Dodir neznosti2l,Maxi,Kućna hemija
86001974497470,Sapun za bebeMaxi  100g,Maxi,Lična higijena i kozmetika
86001974497610,Krema za bebe Maxi 200ml,Maxi,Lična higijena i kozmetika
86001974498080,Tecni sapun Glam Maxi 1000 ml,Maxi,Lična higijena i kozmetika
86001974498220,Tecni sapun Glam Maxi 500 ml,Maxi,Lična higijena i kozmetika
86001974498460,WC gel Svezina okeana Premia 750ml,Maxi,Kućna hemija
86001974498530,WC gel Planinska svezina Premia 750ml,Maxi,Kućna hemija
86001974498600,Deter.tec. Expert Black Maxi 1l,Maxi,Kućna hemija
86001974498770,Det.tecni Expert Color Maxi 1l,Maxi,Kućna hemija
86001974498840,Deter.tecni Expert Wool Maxi 1l,Maxi,Kućna hemija
86001974498910,"So za masinu za sud. Maxi 1,5kg",Maxi,Kućna hemija
86001974499070,Det.mas.pr.pos.Premia Expert 2.5kg,Maxi,Kućna hemija
86001974499140,Expert detergent u prahu Premia 1kg,Maxi,Kućna hemija
86001974499210,Expert sjaj Maxi 400ml,Maxi,Kućna hemija
86001974499380,Abrazivna krema Premia/Maxi 500ml,Maxi,Kućna hemija
86001974519550,Pate losos natural 100g Premia,Maxi Ribarnica,Sveže i prerađeno meso
86001974521980,Smrzn. putero kroasan Maxi 1kg,Maxi,Smrznuti proizvodi
86001974522040,Smrznuti mini kroasani Maxi 1kg,Maxi,Smrznuti proizvodi
86001974522110,Smrz.kroasan/kakao krem Maxi 1kg,Maxi,Smrznuti proizvodi
86001974522280,Smrznute.rolnice sun/kackav.Maxi 1kg,Maxi,Smrznuti proizvodi
86001974522350,Smrznuta pasteta Maxi 1kg,Maxi,Smrznuti proizvodi
86001974522420,Smrznuto lisnato testo Maxi 500g,Maxi,Smrznuti proizvodi
86001974522590,Smrznuta pita sa krompirom Maxi 600g,Maxi,Smrznuti proizvodi
86001974522660,Smrznuta pita sa sirom Maxi 600g,Maxi,Smrznuti proizvodi
86001974522730,Smrznuta pita sa mesom Maxi 600g,Maxi,Smrznuti proizvodi
86001974522800,Smrznuta pita sa sirom Maxi 900g,Maxi,Smrznuti proizvodi
86001974522970,Smrznuta pita sa spanacem Maxi 900g,Maxi,Smrznuti proizvodi
86001974524260,Smrz.strudla od jabuka Maxi 500g,Maxi,Smrznuti proizvodi
86001974524570,Jogurt 2.8%mm Maxi 1kg,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974525940,Mleko sterilizovano Maxi 2.8%mm 1L,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974526170,Kisela pavlaka 20%mm Maxi 700g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974526550,Mileram Maxi 22%mm 400g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974526790,Kisela pavlaka 20%mm Maxi 400g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974527470,Kackav.mes.Krstas 3 vrste mleka Maxi380g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974527540,Sir mesani kriska 3 vrste mleka Maxi300g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974532630,Maslac Maxi 250g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974532870,Paprika cepkana ONZ 300g,Maxi ONZ,Prerada voća i povrća
86001974533240,Sampon Maxi Kamilica 1l,Maxi,Lična higijena i kozmetika
86001974533480,Samp/svi tip.kose kopriva Maxi 1l,Maxi,Lična higijena i kozmetika
86001974533620,Tecni sapun Maxii med i mleko 500ml,Maxi,Lična higijena i kozmetika
86001974533860,Tecni sapun Maxi med i mleko 1L,Maxi,Lična higijena i kozmetika
86001974534090,Sapun tecni Neutral Maxi 5L,Maxi,Lična higijena i kozmetika
86001974534230,Sapun tecni Maxi Neutral 1000ml,Maxi,Lična higijena i kozmetika
86001974534470,Tecni sapun Maxi Pure 500ml,Maxi,Lična higijena i kozmetika
86001974554650,Tecni sapun Maxi  Pure 1L,Maxi,Lična higijena i kozmetika
86001974554890,Tecni sapun Maxi svezina mora 500ml,Maxi,Lična higijena i kozmetika
86001974555020,Tecni sapun Maxi svezina mora 1L,Maxi,Lična higijena i kozmetika
86001974555260,Skusa fileti u ulju Maxi 170g,Maxi,Sveža i prerađena riba
86001974555400,Pekmez kajsija zasl.Od Nase Zemlje 670g,Maxi ONZ,Prerada voća i povrća
86001974555640,Extra dzem malina Od nase Zemlje 375g,Maxi ONZ,Prerada voća i povrća
86001974555880,Slatko malina Od Nase Zemlje 375g,Maxi ONZ,Prerada voća i povrća
86001974556180,Salvete jednoslojne Maxi 100kom,Maxi,Papirna i kuhinjska galanterija
86001974556320,Vlazne maramice antibacterial Maxi 15/1,Maxi,Papirna i kuhinjska galanterija
86001974556560,Maram.vlaz.sensit.Maxi 15/1,Maxi,Papirna i kuhinjska galanterija
86001974556700,Vlazne maramice baby  lotion 72/1,Maxi,Papirna i kuhinjska galanterija
86001974556940,Vlazne maramice baby Maxi cream 72/1,Maxi,Papirna i kuhinjska galanterija
86001974557170,Maram.vlaz.baby Maxi basic 72,Maxi,Papirna i kuhinjska galanterija
86001974557310,Maram.vlaz.baby losion Maxi   4/1,Maxi,Papirna i kuhinjska galanterija
86001974557790,Vlaz.maram.baby Prem/Maxi 64/1,Maxi,Papirna i kuhinjska galanterija
86001974558540,Maram.vlaz.cham.Maxi 15/1,Maxi,Papirna i kuhinjska galanterija
86001974581380,Vata Premia 100g,Maxi,Lična higijena i kozmetika
86001974581520,Vata Premia 200g,Maxi,Lična higijena i kozmetika
86001974581760,Hig.ulosci u mrezici Premia/Maxi10/1,Maxi,Lična higijena i kozmetika
86001974583120,Smrznuti spanac Maxi 400g,Maxi,Smrznuti proizvodi
86001974583500,Sok Bitter lemon Maxi 2L,Maxi,"Bezalkoholna pića, kafa, čaj"
86001974586400,Kikiriki marinirani Maxi 80g,Maxi,Slani konditori
86001974586640,Kikiriki diet Maxi 80g,Maxi,Slani konditori
86001974587010,Smrz.pecena paprika 450g Maxi,Maxi,Smrznuti proizvodi
86001974587630,Sladol.Dream&Co Schwarzwald1650ml,Dream&Co,Smrznuti proizvodi
86001974587870,Slad.Dream&Co  cokolada Maxi 1650ml,Dream&Co,Smrznuti proizvodi
86001974588000,Slad.Dream&Co  coko/pom.1650ml,Dream&Co,Smrznuti proizvodi
86001974588240,Sapun Neutral 365 4x100g,Maxi,Lična higijena i kozmetika
86001974588310,Hleb Extra beli Maxi pekara 500gr-D/DON,Maxi pekara,Hleb i peciva
86001974588480,Hleb beli seceni Maxi 500g-D/DON,Maxi pekara,Hleb i peciva
86001974588550,Hleb sa cr.brasn.seceni Maxi 500g-D/DON,Maxi pekara,Hleb i peciva
86001974588790,Hleb Dunav Maxi Pekara 450g -D/DON,Maxi pekara,Hleb i peciva
86001974588930,Hleb Dunav seceni Maxi Pekara-450g-D/DON,Maxi pekara,Hleb i peciva
86001974590290,Sladoled Dream&Co fruit mix 900ml/450gr,Dream&Co,Smrznuti proizvodi
86001974590430,Sladoled Dream&Co cok.van.900ml/450gr,Dream&Co,Smrznuti proizvodi
86001974591280,Kikiriki u opni paprika Maxi 100g,Maxi,Slani konditori
86001974591660,Kikiriki diet Maxi 150g,Maxi,Slani konditori
86001974591800,Kikiriki przeni Maxi 150g,Maxi,Slani konditori
86001974592030,Kikiriki przeni Maxi 80g,Maxi,Slani konditori
86001974592270,Mineralna voda NG Maxi 1.5l,Maxi,"Bezalkoholna pića, kafa, čaj"
86001974592580,Mineralna voda NG Maxi 6l,Maxi,"Bezalkoholna pića, kafa, čaj"
86001974592650,Mineralna voda NG Maxi 0.5l,Maxi,"Bezalkoholna pića, kafa, čaj"
86001974592890,"Voda gazirana Maxi 1,5l PET",Maxi,"Bezalkoholna pića, kafa, čaj"
86001974593020,"Voda gazirana Maxi 0,5l PET",Maxi,"Bezalkoholna pića, kafa, čaj"
86001974593260,Voda negazirana Maxi 0.25l PET,Maxi,"Bezalkoholna pića, kafa, čaj"
86001974593400,Smrz.komadici od ribe Maxi 300g,Maxi,Smrznuti proizvodi
86001974593640,Dimljena svinjska butkica Premia,Maxi,Sveže i prerađeno meso
86001974593710,Dimljena svinjska kolenica Premia,Maxi,Sveže i prerađeno meso
86001974594010,Sardina u biljnom ulju Maxi 105g,Maxi,Sveža i prerađena riba
86001974594250,Sardina u bilj.ulju&limun Maxi 105g,Maxi,Sveža i prerađena riba
86001974594490,Sardina u paradajz sosu Maxi 105g,Maxi,Sveža i prerađena riba
86001974594630,Mortadela Grande Maxi,Maxi,Sveže i prerađeno meso
86001974594700,Sudzuk Premia,Maxi,Sveže i prerađeno meso
86001974594870,Panceta Premia rinfuz,Maxi,Sveže i prerađeno meso
86001974594940,Panceta komadi Premia vakum,Maxi,Sveže i prerađeno meso
86001974595170,Dimljeni svinjski vrat Maxi,Maxi,Sveže i prerađeno meso
86001974595550,Stisnjena sunka u crevu Premia,Maxi,Sveže i prerađeno meso
86001974595620,Alpska kobasica Premia,Maxi,Sveže i prerađeno meso
86001974596230,"Sir Edamer Maxi 45%mm cca 2,5kg",Maxi,"Mleko, mlečni, mešoviti jaja"
86001974596300,"Sir Gauda Maxi 45%mm cca 2,5kg",Maxi,"Mleko, mlečni, mešoviti jaja"
86001974596470,"Sir Trapist Maxi 45%mm cca 2,5kg",Maxi,"Mleko, mlečni, mešoviti jaja"
86001974596610,Sremska kobasica Od nase zemlje vakum,Maxi ONZ,Sveže i prerađeno meso
86001974596780,Tradicionalni kulen Od nase zemlje,Maxi ONZ,Sveže i prerađeno meso
86001974597150,Kackavalj Krstas Premia 35% mm,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974597220,Urnebes ONZ 3kg,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
86001974597390,Suvi ekstra vrat od mangulice ONZ,Maxi ONZ,Sveže i prerađeno meso
86001974597460,Suva slanina od mangulice ONZ,Maxi ONZ,Sveže i prerađeno meso
86001974597530,Suva ekstra pecenica od mangulice ONZ,Maxi ONZ,Sveže i prerađeno meso
86001974597600,Suva domaca kobasica od mangulice ONZ,Maxi ONZ,Sveže i prerađeno meso
86001974598900,"Mleko sterilizovano Maxi 2,8%mm 1l",Maxi,"Mleko, mlečni, mešoviti jaja"
86001974599130,Smrznuta mesavina za corbu Maxi 450g,Maxi,Smrznuti proizvodi
86001974599370,Smrznuta domaca mesavina Maxi 450g,Maxi,Smrznuti proizvodi
86001974599510,Smrznuta mesavina djuvec Maxi 450g,Maxi,Smrznuti proizvodi
86001974599750,Kackavalj Maxi slajs 270g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974599990,Sir Ementaler slajs Maxi 270g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974600180,Sir Gauda Maxi slajs 45% 270g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974600320,Sir Edamer Maxi slajs 45% 270g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974600560,Sir Trapist Maxi slajs 45% 270g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974601000,Pileca kobasica slajs Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974601310,Sunka u foliji slajs Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974601480,Pileca prsa slajs Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974601790,Dimljeni vrat slajs Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974601860,Dimljena pecenica slajs Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974602090,Kulen slajs Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974602160,Budimska kobasi.slas Maxi 180g ,Maxi,Sveže i prerađeno meso
86001974602230,Zanatska kobasica slajs Maxi180g,Maxi,Sveže i prerađeno meso
86001974602470,Seoski vrat Maxi 180g,Maxi,Sveže i prerađeno meso
86001974602540,Seoska pecenica Maxi 180g,Maxi,Sveže i prerađeno meso
86001974606980,Deterdzent za ves miris cveca Maxi  3kg,Maxi,Kućna hemija
86001974607350,Zanatska sunka u omotu ONZ,Maxi ONZ,Sveže i prerađeno meso
86001974607420,Cureca prsa u omotu Maxi,Maxi,Sveže i prerađeno meso
86001974607590,Dimljena mesnata slanina Maxi 300g,Maxi,Sveže i prerađeno meso
86001974607660,Dimljena mesnata slanina Maxi rinfuz,Maxi,Sveže i prerađeno meso
86001974607970,Punjeni pileci batak BK 600g,Excellent,Sveže i prerađeno meso
86001974608030,Svinjska plecka 600g,Excellent,Sveže i prerađeno meso
86001974608100,Svinjska rebra BBQ 600g,Excellent,Sveže i prerađeno meso
86001974609950,Det.za ves miris cveca Maxi  500g,Maxi,Kućna hemija
86001974610150,Virsla sa konjskim mesom Maxi 190g,Maxi,Sveže i prerađeno meso
86001974610220,Virsla od teleceg mesa Maxi 180g,Maxi,Sveže i prerađeno meso
86001974610530,Seoski mladi sir Maxi,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974610600,Seoski mladi kajmak Maxi,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974610770,Seoski mladi sir Maxi 360g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974610840,Seoski mladi kajmak Maxi 270g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974610910,Seoski zreli sir Maxi 360g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974611520,Jogurtakis Maxi 150g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974611760,Coko bananica Maxi 20g,Maxi,Slatki konditori i cerealije
86001974611830,Coko bananica Maxi 180g,Maxi,Slatki konditori i cerealije
86001974612130,Sir beli Staroplaninski ONZ 400g,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
86001974612440,Staroplaninski beli sir Maxi rinfuz,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974612680,Sitan sir Maxi rinfuz,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974612990,Cokol.mlecna sa celim lesnic.Maxi 200g,Maxi,Slatki konditori i cerealije
86001974613120,Cokolada bela kokos&korn fleks Maxi 200g,Maxi,Slatki konditori i cerealije
86001974614730,Jaja bogata selenom NP10/1,Nature’s Promise,"Mleko, mlečni, mešoviti jaja"
86001974614970,Smrz.filet Aljaske kolje FM 475g MSC,Fish market,Smrznuti proizvodi
86001974615030,Smrz.pangasius Fish Market 675g ASC,Fish market,Smrznuti proizvodi
86001974616880,Cokolada sa rizom Maxi 200g,Maxi,Slatki konditori i cerealije
86001974617010,Cookiss kakao fil Maxi 123g,Maxi,Slatki konditori i cerealije
86001974617250,Cookiss lesnik fil Maxi 123g,Maxi,Slatki konditori i cerealije
86001974617490,Cookiss kajsija fil Maxi 123g,Maxi,Slatki konditori i cerealije
86001974617630,Ajvar blagi Chunky Maxi 540g,Maxi,Prerada voća i povrća
86001974617870,Ajvar ljuti Chunky Maxi 540g.,Maxi,Prerada voća i povrća
86001974618000,Cvekla Maxi 700g,Maxi,Prerada voća i povrća
86001974618240,Slatko od zelene smokve Maxi 450g,Maxi,Prerada voća i povrća
86001974618480,'Pekmez kajsija ONZ 670g,Maxi ONZ,Prerada voća i povrća
86001974618620,Pekmez sljiva Od Nase Zemlje 670g,Maxi ONZ,Prerada voća i povrća
86001974618860,Kornisoni domaci ONZ 350g,Maxi ONZ,Prerada voća i povrća
86001974619090,Persun Maxi 14g,Maxi,So i začini
86001974619470,Origano Maxi 15g,Maxi,So i začini
86001974620290,Ekstra dzem visnja Gustona 450g,Gustona,Prerada voća i povrća
86001974620810,Krem lesnik Kitbis 400g,Kitbis,Slatki konditori i cerealije
86001974620980,Krem duo mlecni i kakao Kitbis 750g,Kitbis,Slatki konditori i cerealije
86001974621040,Krem namaz kakao Kitbis 750g,Kitbis,Slatki konditori i cerealije
86001974621420,Mlecna cokolada Milly 100g,Milly,Slatki konditori i cerealije
86001974621590,Crna cokolada Milly 100g,Milly,Slatki konditori i cerealije
86001974621660,Bela cokolada Milly 100g,Milly,Slatki konditori i cerealije
86001974621730,Mlecna cokolada sa lesnikom Milly 100g,Milly,Slatki konditori i cerealije
86001974621800,Mlecna cokolada sa bademom Milly 100g,Milly,Slatki konditori i cerealije
86001974661570,Domaca svinjska mast Maxi 1kg,Maxi,Ulja i masti
86001974661950,Cureca prsa Maxi 100g,Maxi,Sveže i prerađeno meso
86001974662320,Dagnje Maxi 350g,Maxi,Smrznuti proizvodi
86001974662940,Sveze mleko 2.8% Maxi 1.5l,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974663170,Cajna kobasica vakuum Maxi 300g,Maxi,Sveže i prerađeno meso
86001974663310,Budimska kobasica Maxi 270g,Maxi,Sveže i prerađeno meso
86001974663550,Budimska salama Maxi rinfuz,Maxi,Sveže i prerađeno meso
86001974663620,Govedja kobasica Maxi,Maxi,Sveže i prerađeno meso
86001974663790,Zamrznuti pomfrit tanki Gustona 1kg,Gustona,Smrznuti proizvodi
86001974663860,"Zamrznuti pomfrit Gustona 2,5kg",Gustona,Smrznuti proizvodi
86001974663930,Zamrznuti krompir sa zacinima 800g,Gustona,Smrznuti proizvodi
86001974664090,Zamrznuti pomfrit steakhouse Gustona 1kg,Gustona,Smrznuti proizvodi
86001974664160,Zamrznuti kroketi loptice 600g,Gustona,Smrznuti proizvodi
86001974664230,Zamrznuti pomfrit Gustona 1kg,Gustona,Smrznuti proizvodi
86001974664920,Paprika crvena pecena sa bel.lukom 500g,Maxi pijaca,Sveže voće i povrće
86001974665150,Karfiol marinirani,Maxi pijaca pakovan,Sveže voće i povrće
86001974665220,Mesana salata ljuta,Maxi pijaca pakovan,Sveže voće i povrće
86001974665390,Mesana salata blaga,Maxi pijaca,Sveže voće i povrće
86001974665460,Tursija,Maxi pijaca,Sveže voće i povrće
86001974666210,Cajna kobasica delikates Maxi,Maxi,Sveže i prerađeno meso
86001974676660,Biber u zrnu mesani Maxi 48g,Maxi,So i začini
86001974676800,Biber beli mleveni Maxi 55g,Maxi,So i začini
86001974677030,Crni luk u prahu Maxi 45g,Maxi,So i začini
86001974677270,Bosiljak Maxi 25g,Maxi,So i začini
86001974677410,Kumin mleveni Maxi 48g,Maxi,So i začini
86001974678400,Ruzmarin Maxi 32g,Maxi,So i začini
86001974678640,Majcina dusica Maxi 23g,Maxi,So i začini
86001974678880,Muskantni orascic mleveni Maxi 50g,Maxi,So i začini
86001974679250,Biber sareni u zrnu mlin Maxi 48g,Maxi,So i začini
86001974679490,Crni biber u zrnu mlin Maxi 47g,Maxi,So i začini
86001974679630,Cimet mleveni Maxi 65g,Maxi,So i začini
86001974679870,Biber crni mleveni Maxi 60g,Maxi,So i začini
86001974680450,Cili mleveni Maxi 50g,Maxi,So i začini
86001974680830,So morska mlin Maxi 120g,Maxi,So i začini
86001974681060,"Smoothie trop.voce,jabuka,cia NP HL0,25l",Nature’s Promise,"Bezalkoholna pića, kafa, čaj"
86001974681200,"Sok jabuka,kruska,malina NP HL 0,5l",Nature’s Promise,"Bezalkoholna pića, kafa, čaj"
86001974681440,"Napitak jab.,bor.,djumb.nana NP HL 0,25l",Nature’s Promise,"Bezalkoholna pića, kafa, čaj"
86001974681680,"Smoot. mang.anan.spanac,cia NP HL 0,25l",Nature’s Promise,"Bezalkoholna pića, kafa, čaj"
86001974681820,"Smoothie mango,naran.marak.NP HL 0,25l",Nature’s Promise,"Bezalkoholna pića, kafa, čaj"
86001974682050,"Smoothie jabuka,jagoda,banana NP HL0,25l",Nature’s Promise,"Bezalkoholna pića, kafa, čaj"
86001974683730,Pate od orade i brancina Maxi 100g,Maxi ribarnica pakov,Sveže i prerađeno meso
86001974684340,"BomboniCe ananas Maxi 14,4g",Maxi,Slatki konditori i cerealije
86001974684410,"BomboniCe jagoda Maxi 14,4g",Maxi,Slatki konditori i cerealije
86001974684580,Cureca prsa Maxi 180g,Maxi,Sveže i prerađeno meso
86001974685330,Tec.za pranje sudova aloe vera Maxi 1l,Maxi,Kućna hemija
86001974685710,Salvete pahulje Maxi 33x33 20/1,Maxi,Papirna i kuhinjska galanterija
86001974685880,Salvete nov.venac Maxi 33x33 20/1,Maxi,Papirna i kuhinjska galanterija
86001974685950,Salvete drv.pahulje Maxi 33x33 20/1,Maxi,Papirna i kuhinjska galanterija
86001974686320,Vege stapici Maxi 230g,Maxi,Smrznuti proizvodi
86001974686490,Vege stapici ukus rostilja Maxi 230g,Maxi,Smrznuti proizvodi
86001974696530,Zamrznuti kalamari FM 500g MSC,Fish market,Smrznuti proizvodi
86001974696770,Smrz.skampi Fish Market 180g ASC,Fish market,Smrznuti proizvodi
86001974696910,Zamr.mix plodovi mora FM 250g MSC,Fish market,Smrznuti proizvodi
86001974697140,Tiramisu Excellent 500g,Excellent,Slatki konditori i cerealije
86001974697380,Profiteroles Excellent 450g,Excellent,Slatki konditori i cerealije
86001974697520,Smrz.stap.od fil.Aljaske kolje FM450gMFC,Fish market,Smrznuti proizvodi
86001974697760,Smrz.stapici Aljaske kolje FM 450gMSC,Fish market,Smrznuti proizvodi
86001974699120,Smrz.slatki kukuruz Gustona 450g,Gustona,Smrznuti proizvodi
86001974699360,Smrz.prolecno povrce Gustona 450g,Gustona,Smrznuti proizvodi
86001974700310,Smrznuta zel.boranija Gustona 450g,Gustona,Smrznuti proizvodi
86001974700550,Smrznuti brokoli Gustona 450g,Gustona,Smrznuti proizvodi
86001974700930,Smrz. Spanac listovi Gustona 450g,Gustona,Smrznuti proizvodi
86001974701160,Smrz.edamame Gustona 350g,Gustona,Smrznuti proizvodi
86001974701540,Smrz.mix povrca karf/sar/brokGustona450g,Gustona,Smrznuti proizvodi
86001974701780,Smrznuti sampinjoni Gustona 450g,Gustona,Smrznuti proizvodi
86001974701920,Smrznuti Kineski mix Gustona 450g,Gustona,Smrznuti proizvodi
86001974702150,Smrznuti Meksicki mix Gustona 450g,Gustona,Smrznuti proizvodi
86001974702390,Zamrznuto sumsko voce Gustona 400g,Gustona,Smrznuti proizvodi
86001974702530,Zamrznuta jagoda Gustona 400g,Gustona,Smrznuti proizvodi
86001974702770,Zamrznuta malina Gustona 400g,Gustona,Smrznuti proizvodi
86001974703900,Zamrznuta borovnica Gustona 400g,Gustona,Smrznuti proizvodi
86001974704130,Zamrznuta visnja Gustona 400g,Gustona,Smrznuti proizvodi
86001974704370,Smrz.divlji losos Fish Market 250g MSC,Fish market,Smrznuti proizvodi
86001974705500,Sladoled jagoda kornet DC 6x110ml,Dream&Co,Smrznuti proizvodi
86001974705740,Sladoled jogurt limun D&C 500ml,Dream&Co,Smrznuti proizvodi
86001974705980,Sladoled jogurt sumsko voce D&C 500ml,Dream&Co,Smrznuti proizvodi
86001974706110,Sorbet vege mango NP 450ml,Nature’s Promise,Smrznuti proizvodi
86001974706350,Sorbet vege limun NP 450ml,Nature’s Promise,Smrznuti proizvodi
86001974706590,Slad.slana karamela sm.sec.D&C 450ml,Dream&Co,Smrznuti proizvodi
86001974706730,Sladoled vanila sm.sec.D&C 450ml,Dream&Co,Smrznuti proizvodi
86001974706970,Sladoled krem cokolada sm.sec.D&C 450ml,Dream&Co,Smrznuti proizvodi
86001974707100,Slad.stap.jag/malina vege NP 4x65ml,Nature’s Promise,Smrznuti proizvodi
86001974707340,Slad.stap.mango passion vege NP 4x65ml,Nature’s Promise,Smrznuti proizvodi
86001974708570,Baget Maxi 2x150g,Maxi pekara pakovani,Hleb i peciva
86001974708710,Mini Kifle Maxi 4x75g,Maxi pekara pakovani,Hleb i peciva
86001974722400,Zamrznute palacinke Maxi 500g,Maxi,Smrznuti proizvodi
86001974722570,Zamrznute palacinke cokolada Maxi 340g,Maxi,Smrznuti proizvodi
86001974722640,Zamrznute palacinke sum.voce Maxi 280g,Maxi,Smrznuti proizvodi
86001974726080,Dimljena svinjska spic rebra Maxi,Maxi,Sveže i prerađeno meso
86001974726150,Dimljeni svinjski vrat vakum Maxi,Maxi,Sveže i prerađeno meso
86001974726390,Dimljena svinjska pecenica Maxi,Maxi,Sveže i prerađeno meso
86001974726460,Dimljena svinj.pecenica vakum Maxi,Maxi,Sveže i prerađeno meso
86001974727210,Zamrznuta baby sargarepa Maxi 450g,Maxi,Smrznuti proizvodi
86001974727450,Smrznuti grasak Gustona 450g,Gustona,Smrznuti proizvodi
86001974727520,Smrznuta boran.zuta Gustona450g,Gustona,Smrznuti proizvodi
86001974727760,Smrznuta boranija zelena Maxi 450g,Maxi,Smrznuti proizvodi
86001974727830,Smr.mes.rus.sal. Maxi/Gustona450g,Gustona,Smrznuti proizvodi
86001974727900,Smrznuta premium mesavina Maxi 450g,Maxi,Smrznuti proizvodi
86001974728060,Smrznuti  Kukuruz .secerac Gustona1kg,Gustona,Smrznuti proizvodi
86001974728130,Smr.kolut.sarg.Maxi/Gustona450g,Gustona,Smrznuti proizvodi
86001974728200,Smr.seck.luk Maxi/Gustona 450g,Gustona,Smrznuti proizvodi
86001974728370,Smrznuti  Baby mix Gustona 450g,Gustona,Smrznuti proizvodi
86001974729430,Kiflic 2x45g,Maxi pekara pakovani,Hleb i peciva
86001974730630,Smrznuta mesavina za sataras Maxi 450g,Maxi,Smrznuti proizvodi
86001974730870,Dimljeni svinjski vrat Maxi 100g,Maxi,Sveže i prerađeno meso
86001974731480,Tapas vrat slajs EX 80g,Excellent,Sveže i prerađeno meso
86001974731550,Tapas pecenica slajs EX 80g,Excellent,Sveže i prerađeno meso
86001974731620,Tapas govedja pecenica slajs EX 60g,Excellent,Sveže i prerađeno meso
86001974731790,Tapas gauda kockice EX 80g,Excellent,"Mleko, mlečni, mešoviti jaja"
86001974732470,Tapas ementaler kockice EX 80g,Excellent,"Mleko, mlečni, mešoviti jaja"
86001974732920,Kisela pavlaka 12%mm Maxi 700g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974733080,Kisela pavlaka 12% mm Maxi 400g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974733150,Kisela pavlaka 12%mm Maxi 180g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974733220,Kiselo mleko 2.8%mm Maxi 180g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974733390,"Jogurt  Probiotik 1%mm NP 0,5kg",Nature’s Promise,"Mleko, mlečni, mešoviti jaja"
86001974733460,Jogurt Probiotik 1%mm NP 1kg,Nature’s Promise,"Mleko, mlečni, mešoviti jaja"
86001974733530,"Jogurt  Probiotik 1%mm NP 1,5kg",Nature’s Promise,"Mleko, mlečni, mešoviti jaja"
86001974734380,Kisela pavlaka 20%mm Maxi 180g,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974734520,Cokoladno mleko Maxi 1l,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974734690,Cokoladno mleko Maxi 200ml,Maxi,"Mleko, mlečni, mešoviti jaja"
86001974735510,Kajmak zreli ONZ,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
86001974735680,Sir zreli ONZ,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
86001974735750,Salvete jaja 33x33 Maxi 20/1,Maxi,Papirna i kuhinjska galanterija
86001974735820,Salvete Uskrsnji motiv 33x33 Maxi 20/1,Maxi,Papirna i kuhinjska galanterija
